GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
432,671MLI,49764,30/03/2013,2013,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of France,Military Forces of Mali (2012-2013),8,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,Associated Press,"A suicide bomber exploded himself at Malian army checkpoint, killing one",1
432,668MLI,49767,30/03/2013,2013,1,Remote violence,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mali (2012-2013),,1,12,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,2 Malian soldiers were killed by an exploding mine near Gao.,2
432,669MLI,49766,30/03/2013,2013,1,Remote violence,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2012-2013),,1,13,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,2,Xinhua News,2 Malian soldiers were killed by an exploding mine between Menaka and Ansongo.,2
432,667MLI,49768,30/03/2013,2013,1,Strategic development,Military Forces of France,,8,,,0,80,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,French troops handed 7 tonnes of militants' weapons seized in the Ifoghas mountains to a state military base in Gao. 5 times more weapons were instantly destroyed when found.,0
432,672MLI,49769,31/03/2013,2013,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of France,Military Forces of Mali (2012-2013),8,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,Agence France Presse,5 jihadists & one Malian soldier killed & four Malian troops wounded in clashes in Timbuktu between AQIM and Malian/ French troops.,6
432,673MLI,49770,31/03/2013,2013,1,Violence against civilians,AQIM: Al Qaeda in the Islamic Maghreb,Military Forces of Mali (2012-2013),2,Civilians (Niger),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,Agence France Presse,1 Nigerian civilian killed in the crossfire between Malian/French troops and AQIM.,1
432,674MLI,49771,01/04/2013,2013,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Gourma-Rharous,Inadiatafane,Gourma,15.75000,-2.00000,1,BBC Monitoring,Civilians from Bambara-Maoude were attacked by Tuaregs who unclothed and beat them and stole all their possessions.,0
432,675MLI,49772,01/04/2013,2013,2,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Xinhua News,MNLA conducts racist atrocities against Malians on the basis of their ethnicity in Kidal.,0
432,677MLI,49773,02/04/2013,2013,1,Battle-No change of territory,Military Forces of Mali (2012-2013),Military Forces of France,1,AQIM: Al Qaeda in the Islamic Maghreb,,2,12,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,BBC Monitoring,Malian and French troops continue the search for AQIM Jihadists in Timbuktu. 3 Jihadists killed.,3
432,676MLI,49774,02/04/2013,2013,2,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Xinhua News,MNLA conducts racist atrocities against Malians on the basis of their ethnicity in Kidal.,0
432,678MLI,49775,04/04/2013,2013,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2012-2013),,1,15,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,Malian police clashed with trade unionists over a series of police promotions in Bamako. 4 injured by gunshot.,0
432,679MLI,49776,06/04/2013,2013,1,Battle-No change of territory,Police Forces of Mali (2012-2013),,1,Police Forces of Mali (2012-2013),,1,11,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,A surprise operation Saturday in Bamako to disarm police thought to be close to the authors of Mali's 2012 coup sparked a clash that left one soldier dead.,1
432,680MLI,49777,09/04/2013,2013,1,Strategic development,Military Forces of France,,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,100 French troops were withdrawn from Mali and sent to Cyprus to await a return to France.,0
432,681MLI,49778,10/04/2013,2013,1,Strategic development,Military Forces of France,,8,,,0,80,Mali,Kidal,Tessalit,Adjelhoc,Assamalmal,19.47950,1.01067,1,Agence France Presse,French troops launch an offensive patrol in the Assamalmal Valley north of Kidal in Mali in a bid to root out Islamists.,0
432,682MLI,49779,12/04/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Military Forces of Chad (1990-),,8,28,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,"An MNLA suicide bomber exploded himself in a market in Kidal, killing 3 Chadian soldiers and injuring 4 others.",3
432,683MLI,49780,12/04/2013,2013,1,Violence against civilians,Military Forces of Chad (1990-),,8,Civilians (Mali),,7,78,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,A suicide bombing which killed 3 Chadian soldiers catalysed a wave of violence which involved Chadian soldiers opening fire on civilians in Kidal centre.,0
432,684MLI,49781,13/04/2013,2013,1,Riots/Protests,Protesters (Mali),MNLA: National Movement for the Liberation of Azawad,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,MNLA members protesting the Chadian soldiers opening fire on civilians following on from their own suicide bomb attack.,0
432,685MLI,49783,15/04/2013,2013,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Xinhua News,Tuaregs protested in Bamako outside a conference over their exclusion from the Dialogue and Reconciliation Commission.,0
432,686MLI,49782,15/04/2013,2013,1,Riots/Protests,Protesters (Mali),MNLA: National Movement for the Liberation of Azawad,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,MNLA members protested outside a Chadian troop camp in Kidal.,0
432,687MLI,49784,17/04/2013,2013,1,Remote violence,Military Forces of Mali (2012-2013),,1,,,0,10,Mali,Gao,Gao,Djebock,Djebok,16.34639,0.30667,1,Xinhua News,"Malian troops arrested 12 terrorist suspects in Djebok, including Mohamed Ag Ntaki, a MUJAO bomb expert.",0
432,688MLI,49785,19/04/2013,2013,1,Strategic development,MIA: Islamic Movement of Azawad,,2,,,0,20,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,200 MIA militants arrived in Kidal.,0
432,689MLI,49786,21/04/2013,2013,1,Battle-Non-state actor overtakes territory,MAA: Arab Movement of the Azawad,,2,Unidentified Armed Group (Mali),,3,23,Mali,Timbuktu,Tombouctou,Bourem-Inaly,Ber,16.83486,-2.53190,1,Agence France Presse,MAA overtook Ber town from an armed group who they claimed were attacking their families.,0
432,690MLI,49787,25/04/2013,2013,1,Battle-No change of territory,Kounta Ethnic Militia (Mali),,4,Tilemsi Communal Militia (Mali),,4,44,Mali,Kidal,Kidal,Anefif,Anefis,18.04000,0.60111,1,Xinhua News,"Kounta Ethnic milita clashed with that of Tielmsi,both Arab groups, in Anefis. 6 dead.",6
432,691MLI,49790,28/04/2013,2013,1,Strategic development,Police Forces of Mali (2012-2013),,1,,,0,10,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,BBC Monitoring,Malian police dimantled a MUJAO cell in Bamako when they arrested seven malian MUJAO members.,0
432,692MLI,49789,28/04/2013,2013,1,Strategic development,Military Forces of France,,8,,,0,80,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,Associated Press,French troops leave Timbuktu as part of the French programme for troop withdrawal. Only 20 remain in the city.,0
432,693MLI,49788,28/04/2013,2013,1,Strategic development,Military Forces of France,,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Maghrebia,French forces captured a French citizen in Mali suspected of joining al-Qaeda in the Islamic Maghreb (AQIM).,0
432,694MLI,49791,29/04/2013,2013,1,Remote violence,Military Forces of France,,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Kidal,Abeibara,Bouressa,Boughessa,20.02000,2.26111,2,Agence France Presse,A 6th French soldier was killed in Northern Mali between Boughessa and Tin Zaouaten in a roadside bomb attack.,1
432,695MLI,49792,04/05/2013,2013,1,Battle-No change of territory,MAA: Arab Movement of the Azawad,,2,MNLA: National Movement for the Liberation of Azawad,,2,22,Mali,Timbuktu,Tombouctou,Bourem-Inaly,Ber,16.83486,-2.53190,1,Radio France Internationale,Fighters of the Arab Movement of the Azawad (MAA) entered Ber around 1500 hours [local time] yesterday and withdrew from it at nightfall at about 1900 hours. They shot in the air and looted residences and shops in the town which has been the scene of clashes between MNLA and MAA for several weeks.,0
432,696MLI,49793,04/05/2013,2013,1,Battle-No change of territory,MUJAO: Movement for Unity and Jihad in West Africa,,2,Military Forces of Mali (2012-2013),,1,12,Mali,Gao,Gao,Gao,Hamakouladji,16.60528,-0.10611,1,Agence France Presse,"Five militants associated with MUJAO carried out a suicide attack in Hamakouladji, near Gao, resulting in their deaths and those of two Malian soldiers.",7
432,697MLI,49794,04/05/2013,2013,2,Strategic development,Military Forces of Mali (2012-2013),,1,,,0,10,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,Mauritaniaan Sahara Media,"A Sahara Media correspondent in northern Mali has reported that units from the Malian army have left the town of Gao and have started to move towards the town of Kidal, in the far northeast of Mali.",0
432,698MLI,49795,05/05/2013,2013,1,Battle-Government regains territory,MISMA: International Support Mission for Mali (2012-) (Burkina Faso),Military Forces of Mali (2012-2013),8,MNLA: National Movement for the Liberation of Azawad,,2,28,Mali,Timbuktu,Tombouctou,Bourem-Inaly,Ber,16.83486,-2.53190,1,Radio France Internationale,"Burkinabe and Malian soldiers entered the town of Ber which is about 60 km to the north of Timbuktu yesterday [6 May]. The group reported they captured the town of Ber, from the Tuareg National Movement for the Liberation of the Azawad (NMLA).",0
432,699MLI,49796,05/05/2013,2013,1,Strategic development,MISMA: International Support Mission for Mali (2012-) (Ivory Coast),,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Economic Community of West African States,First soldiers of an Ivorian contingent have integrated into the MISMA mission in Bamako.,0
432,700MLI,49797,06/05/2013,2013,1,Strategic development,High Council for the Azawad,,3,,,0,30,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Associated Press,"Tuareg leaders in northern Mali have formed a new group which they say will aim to negotiate with the Malian government, as questions linger over the future of the Kidal region.",0
432,701MLI,49799,10/05/2013,2013,1,Battle-No change of territory,MUJAO: Movement for Unity and Jihad in West Africa,,2,Military Forces of Mali (2012-2013),,1,12,Mali,Timbuktu,Gourma-Rharous,Gossi,Gossi,15.81961,-1.29114,1,Agence France Presse,"Four suicide bombers were then killed and two Malian soldiers wounded in a second attack in the lakeside market town of Gossi, in the Timbuktu region.",4
432,702MLI,49798,10/05/2013,2013,1,Battle-No change of territory,MUJAO: Movement for Unity and Jihad in West Africa,,2,Military Forces of Mali (2012-2013),,1,12,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,1,Agence France Presse,"Around 5:00 am (0500 GMT), a suicide bomber in a car broke through the entrance to a military camp at Menaka. Soldiers fired their weapons and the suicide bomber blew himself up.",1
432,703MLI,49800,11/05/2013,2013,1,Battle-No change of territory,MAA: Arab Movement of the Azawad,,2,MNLA: National Movement for the Liberation of Azawad,,2,22,Mali,Timbuktu,Tombouctou,Bourem-Inaly,Ber,16.83486,-2.53190,1,Radio France Internationale,The northern Malian town of Ber is the theatre of fresh acts of violence today [11 May]. The Arab and Tuareg communities have been clashing in this area which is located about 60km to the north of Timbuktu for several weeks now. No details of casualties.,0
432,704MLI,49801,11/05/2013,2013,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,2,Associated Press,"A suspected jihadist opened fire on a crowd at an aid distribution point in a north Malian village, killing three civilians; however, at least one local local jihadist leader said the suspect was not a member of the radical groups who ruled the region. The attack took place in Ikadiwane, north of Menaka.",0
432,705MLI,49802,17/05/2013,2013,1,Battle-Non-state actor overtakes territory,MNLA: National Movement for the Liberation of Azawad,,2,MAA: Arab Movement of the Azawad,,2,22,Mali,Timbuktu,Tombouctou,Ber,Anefis,18.64139,-1.93556,1,Al-Akhbar (Nouakchott),"In Mali, the MNLA [National Movement for the Liberation of the Azawad] and an armed group in Gao and Kidal clashed in the town of Anefis yesterday. The Tuareg movement accused the MUJAO [Movement for Monotheism and Jihad in West Africa] of being behind the fighting. However, the Arab Movement of the Azawad [MAA] claimed responsibility for the attack on Anefis. MAA claimed it seized control, 7 deaths reported.",7
432,706MLI,49803,25/05/2013,2013,1,Non-violent transfer of territory,Military Forces of France,,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Tunis Afrique Press,"France has begun the first major stage of its military withdrawal from Mali. A convoy of lorries left a French base outside the capital, Bamako, on its way south to Ivory Coast.",0
432,707MLI,49804,28/05/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of France,,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,A French soldier was wounded in Kidal by a sharpshooter; the town is under the control of the MNLA.,0
432,708MLI,49805,30/05/2013,2013,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,Thousands of Malians protested Thursday against French President Francois Hollande amid accusations that he is colluding in the occupation of a regional capital in the former colony by separatist rebels. The demonstration came as Mali plans nationwide elections on July 28 despite serious concerns about the possibility of free and fair polls in Kidal.,0
432,709MLI,49806,01/06/2013,2013,1,Violence against civilians,Military Forces of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Mopti,Douentza,Douentza,Douentza,15.00000,-2.95000,1,Radio France Internationale,Malian troops committed human rights abuses on Tuareg civilians in Douentza.,0
432,710MLI,49807,01/06/2013,2013,1,Violence against civilians,Military Forces of Mali (2012-2013),,1,Civilians (Mali),,7,17,Mali,Timbuktu,Gourma-Rharous,Gossi,Gossi,15.81667,-1.30000,1,Radio France Internationale,Malian troops committed human rights abuses on Tuareg civilians in Gossi.,0
432,711MLI,49808,02/06/2013,2013,1,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,"MNLA rebels occupying Kidal are attacking black civilians, attempting a racially-motivated expulsion of certain inhabitants.",0
432,712MLI,49809,04/06/2013,2013,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),MNLA: National Movement for the Liberation of Azawad,7,37,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,A suicide bomber targeted the home of an MNLA rebel in Kidal. The bomber was killed & another person injured.,1
432,713MLI,49811,05/06/2013,2013,1,Battle-Government regains territory,Military Forces of Mali (2012-2013),,1,MNLA: National Movement for the Liberation of Azawad,,2,12,Mali,Kidal,Kidal,Anefif,Anefis,18.04000,0.60111,1,Radio France Internationale,"Malian troops clash with MNLA and regain control of Anefis, 100km from Kidal.",0
432,714MLI,49810,05/06/2013,2013,1,Battle-Government regains territory,Military Forces of Mali (2012-2013),,1,MNLA: National Movement for the Liberation of Azawad,,2,12,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,"Malian troops advanced on Kidal, 30 rebels killed, 2 troops wounded & 28 prisoners captured.",30
432,715MLI,49812,15/06/2013,2013,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Timbuktu,Tombouctou,Bourem-Inaly,Ber,16.83486,-2.53190,1,Radio France Internationale,"An armed group of Malian Arabs attacked civilians in Ber with guns and knives, looting animals and household goods.",0
432,716MLI,49813,17/06/2013,2013,1,Riots/Protests,Protesters (Mali),,6,Police Forces of Mali (2012-2013),,1,16,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,Malian police stopped a protest from taking place in Bamako that protested the Ouagadougou peace talks. 21 arrested.,0
432,717MLI,49814,18/06/2013,2013,1,Strategic development,Government of Mali (2012-2013),MNLA: National Movement for the Liberation of Azawad,1,,,0,10,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Al Jazeera TV (Doha),"The Malian administration signed a peace deal with Tuareg rebels, paving the way for July elections.",0
432,718MLI,49815,22/06/2013,2013,2,Headquarters or base established,MISMA: International Support Mission for Mali (2012-),,8,,,0,80,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,"The first Beninese contingent of Misma [International Support Mission to Mali], the African force, arrived in Kidal over the weekend.",0
432,719MLI,49816,30/06/2013,2013,1,Headquarters or base established,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,MINUSMA established a headquarters in Bamako to take over security from African forces.,0
432,720MLI,49817,01/07/2013,2013,1,Strategic development,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,3,RFI,International Military force MINUSMA replaces the MISMA,0
432,722MLI,49818,05/07/2013,2013,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,RFI,Protest in front of Kidal's military camp as the army comes back,0
432,721MLI,49819,05/07/2013,2013,1,Strategic development,Government of Mali (2012-2013),,1,,,0,10,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,3,Africa Times,"End of the state of emergency, proclamend on january 12th",0
432,723MLI,49820,06/07/2013,2013,1,Riots/Protests,Rioters (Mali),,5,Military Forces of France,,8,58,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,RFI,Protest in front of Kidal's military camp as the army comes back. 2 French soldiers injured,0
432,724MLI,49821,10/07/2013,2013,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Protesters (Mali),,6,36,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,2 civilians shot&injured by an unidentified armed group during the protests against the return of the military forces in Kidal's camp,0
432,725MLI,49822,19/07/2013,2013,1,Battle-No change of territory,Kidal Communal Militia (Mali),,4,Tuareg Ethnic Militia (Mali),,4,44,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,France 24,Clashes between a militia with Black people from Kidal and Tuaregs about the presence of the army in Kidal.,4
432,726MLI,49823,19/07/2013,2013,1,Riots/Protests,Rioters (Mali),Songhai Ethnic Group (Mali),5,MNLA: National Movement for the Liberation of Azawad,,2,25,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,RFI,During the night the Songhaï ethnic militia organized a protest and started to fight with MNLA activists,1
432,727MLI,49824,20/07/2013,2013,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Kidal,Tessalit,Tessalit,Tessalit,20.25812,0.99050,1,Agence France Presse,Abduction of six people and 5 electoral agents among them. Released on the next day,0
432,728MLI,49825,23/07/2013,2013,1,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,Mali Actu,Abduction of 4 people,0
432,729MLI,49826,06/08/2013,2013,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,100 supporters of Mali's main Tuareg rebel group demonstrated Tuesday in the northern city of Kidal to demand the release of fighters detained in Bamako.,0
432,730MLI,49827,11/08/2013,2013,1,Violence against civilians,Rioters (Mali),,5,Civilians (Mali),,7,57,Mali,Timbuktu,Niafunke,Lere,Lere,15.71528,-4.90417,1,Associated Press Online,"A Tuareg man, returned home to vote, was killed by an angry mob in Léré on Sunday.",1
432,731MLI,49828,14/08/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Military Forces of Mali (2012-2013),,1,12,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.46949,0.85599,1,Xinhua News,A clash occurred in Aguelhok between Malian troops and MNLA members.,0
432,732MLI,49829,18/08/2013,2013,1,Battle-No change of territory,Ansar Dine,,2,MNLA: National Movement for the Liberation of Azawad,,2,22,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,3,Xinhua News,"Touaregs and Arabs clashed violently in Borj, 240km from Kidal. Sources suggest 40 killed on both sides.",40
432,733MLI,49830,24/08/2013,2013,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Radio France Internationale,Youths in Gao held a protest to denounce the return of former jihadist MUJAO members to the area.,0
432,734MLI,49831,29/08/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),2,Arab Ethnic Militia (Mali),,4,24,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.46949,0.85599,1,Xinhua News,A militant group of Arabs clashed with MNLA members in Aguelhok. MINUSMA intervened to prevent further casualties. 1 MNLA dead & 15 injured.,1
432,735MLI,49832,11/09/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,3,Military Forces of Mali (2013-),,1,13,Mali,Timbuktu,Niafunke,Lere,Lere,15.71528,-4.90417,1,Agence France Presse,"An unidentified armed group (likely MNLA fighters) clashed with Malian troops patrolling in Foita, near Léré. 3 armed group members killed, 3 soldiers wounded.",3
432,736MLI,49833,15/09/2013,2013,1,Violence against civilians,MNLA: National Movement for the Liberation of Azawad,,2,Civilians (Mali),Government of Mali (2012-2013),7,27,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse,MNLA youths threw stones at government ministers as their plane tried to land in Kidal. They also detonated grenades nearby but nobody was hit.,0
432,738MLI,49834,17/09/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Algeria (1999-),,8,38,Mali,Kidal,Tessalit,Tessalit,Tessalit,20.25812,0.99050,1,Xinhua News,"Unidentified Islamic fighters, possibly terrrorists clashed with Algerian troops in Tessalit near the Algerian border. 6 Islamic fighters killed.",6
432,737MLI,49835,17/09/2013,2013,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,2,,,0,20,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"Touareg, Arab and Black Malian conflict actors including MNLA, MAA, HCUA & CMFPR presented a memorandum of their commitment to non-violence to the President following three days of talks.",0
432,739MLI,49836,19/09/2013,2013,1,Violence against civilians,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,Civilians (Mali),,7,78,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,MINUSMA peacekeepers allegedly carried out sexual abuse on civilians in Gao.,0
432,740MLI,49837,20/09/2013,2013,1,Violence against civilians,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,Civilians (Mali),,7,78,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,MINUSMA peacekeepers allegedly carried out sexual abuse on civilians in Gao.,0
432,742MLI,49838,27/09/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,Armed assailants threw two grenades at two soldiers at a bank in Kidal where they had been standing guard. Both were injured.,0
432,741MLI,49839,27/09/2013,2013,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,2,,,0,20,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,BBC Monitoring,"MNLA, MAA and the High Council of Azawad rebel groups suspended their participation in the Ouagadougou peace agreement talks.",0
432,743MLI,49840,28/09/2013,2013,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mali (2013-),,1,12,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,BBC Monitoring,AQIM claimed to have dropped a suicide bomb in Timbuktu which left 16 Malian soldiers dead and 12 wounded.,16
432,744MLI,49842,29/09/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Military Forces of Mali (2013-),,1,12,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,MNLA rebels clashed with Malian soldiers in Kidal.,0
432,745MLI,49841,29/09/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,An unidentified armed group clashed with Malian troops in Kidal.,0
432,747MLI,49844,30/09/2013,2013,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,Military Forces of Mali (2013-),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),1,12,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,BBC Monitoring,MNLA rebels clashed with Malian soldiers in Kidal. MINUSMA interevened to calm the situation.,0
432,748MLI,49843,30/09/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),Military Forces of France,1,13,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,An unidentified armed group clashed with Malian troops and French troops from Operation Serval in Kidal.,0
432,746MLI,49845,30/09/2013,2013,1,Riots/Protests,Rioters (Mali),Military Forces of Mali (2012-2013),5,,,0,50,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,2,Agence France Presse,"Soldiers in Kati, near Bamako rioted about having not been promoted alongside colleagues. One injured by a gun wound.",0
432,749MLI,49847,01/10/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),Military Forces of France,1,13,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,An unidentified armed group clashed with Malian troops and French troops from Operation Serval in Kidal.,0
432,750MLI,49846,01/10/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of France,,8,38,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.77046,-3.00559,1,Radio France Internationale,An unidentified armed extremist group clashed with French troops in Timbuktu. 10 armed group members killed.,10
432,751MLI,49848,04/10/2013,2013,2,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Military Forces of Mali (2012-2013),7,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,Certain Malian troops are undertaking a purge of dissdents among their ranks. 4 killed and others missing.,4
